Year,Crop,Region,Season,Area,Annual_Rainfall,Average_Temperature,Fertilizer_Used,Pesticide_Used,Humidity,Production,Yield_Per_Ha
2017,Sunflower,West Bengal,Whole Year,62.45,1265.2,34.1,341.0,11.38,47.1,18147.88,290.6
2019,Sugarcane,West Bengal,Whole Year,191.69,2460.8,38.5,125.5,2.4,77.6,19606211.56,102280.83
2021,Millet,Andhra Pradesh,Whole Year,416.83,2196.4,35.2,381.5,19.11,66.2,55978.59,134.3
2019,Wheat,Andhra Pradesh,Rabi,174.57,1998.4,34.0,287.1,17.27,78.3,369388.87,2115.99
2022,Millet,Madhya Pradesh,Zaid,18.09,902.6,34.3,126.5,16.91,30.1,10941.76,604.85
2022,Potato,West Bengal,Whole Year,137.87,2442.2,34.5,179.9,8.14,35.7,4670405.25,33875.43
2006,Cotton,Bihar,Zaid,494.98,1934.6,25.2,86.6,9.22,82.1,389105.98,786.1
2008,Soybean,Bihar,Rabi,338.66,1631.5,26.4,259.0,2.83,85.3,462676.65,1366.2
2005,Maize,Gujarat,Rabi,450.53,2328.0,22.9,109.2,18.79,52.3,1617053.29,3589.22
2008,Sugarcane,Rajasthan,Kharif,387.66,656.8,19.0,292.6,18.89,92.3,10784472.59,27819.41
2022,Soybean,Karnataka,Kharif,270.31,605.8,27.4,308.0,5.46,49.6,188685.9,698.04
2009,Barley,Madhya Pradesh,Zaid,75.2,1540.2,39.3,217.8,14.07,87.9,158230.51,2104.13
2023,Rice,Punjab,Kharif,174.97,424.8,32.6,82.8,4.47,57.4,408560.49,2335.03
2019,Barley,Punjab,Whole Year,292.29,1760.8,16.5,263.8,8.16,66.5,691528.11,2365.9
2012,Rice,Haryana,Zaid,435.45,829.6,36.9,180.3,6.4,71.8,914691.47,2100.57
2021,Cotton,Gujarat,Rabi,135.07,561.9,40.3,382.4,8.1,38.7,9861.4,73.01
2005,Soybean,Gujarat,Rabi,61.49,1200.9,37.4,229.6,6.52,32.4,79028.78,1285.23
2016,Wheat,Karnataka,Whole Year,279.86,1325.1,34.6,75.3,7.23,57.7,920129.81,3287.82
2023,Groundnut,Maharashtra,Kharif,89.07,675.1,19.1,272.6,15.93,40.4,69527.0,780.59
2019,Millet,Punjab,Zaid,305.57,391.4,24.4,322.8,6.35,65.7,136808.11,447.71
2013,Groundnut,Maharashtra,Zaid,132.5,1210.9,30.3,106.2,16.39,59.5,240877.85,1817.95
2011,Soybean,Maharashtra,Whole Year,116.25,1971.0,17.1,207.2,11.57,37.9,200423.85,1724.08
2006,Barley,Gujarat,Kharif,200.19,2223.2,17.9,310.1,15.72,73.3,407318.92,2034.66
2013,Groundnut,Maharashtra,Zaid,297.0,514.6,40.2,57.2,18.42,31.3,337782.64,1137.32
2014,Sorghum,Punjab,Whole Year,273.11,1454.3,34.0,60.1,3.2,38.2,367187.22,1344.47
2006,Sunflower,Rajasthan,Zaid,123.12,879.5,22.4,286.9,7.21,75.5,139100.0,1129.79
2023,Groundnut,Uttar Pradesh,Rabi,445.67,1124.2,23.8,303.8,1.58,64.3,821121.52,1842.44
2015,Rice,Maharashtra,Zaid,55.83,2353.6,25.4,346.1,8.43,48.3,160453.52,2873.97
2017,Sorghum,Karnataka,Zaid,20.69,1074.6,17.0,189.9,5.13,41.7,25330.69,1224.3
2014,Sugarcane,Tamil Nadu,Zaid,301.75,1103.8,35.0,186.4,11.65,71.7,23020300.35,76289.31
2018,Groundnut,Andhra Pradesh,Kharif,62.58,760.7,19.8,243.3,15.78,43.4,72766.94,1162.78
2022,Sorghum,Karnataka,Kharif,252.94,2412.0,36.7,315.1,9.98,94.0,235253.65,930.08
2023,Soybean,West Bengal,Whole Year,475.93,1304.3,37.8,274.3,7.01,86.5,479437.57,1007.37
2013,Sunflower,Punjab,Kharif,349.59,1554.9,32.2,164.6,3.47,38.6,546496.21,1563.25
2011,Millet,Tamil Nadu,Zaid,309.11,1297.0,35.8,171.3,1.02,85.8,305070.08,986.93
2007,Sunflower,Bihar,Zaid,287.83,856.4,19.6,317.1,13.72,52.4,112132.75,389.58
2010,Sugarcane,Andhra Pradesh,Kharif,90.59,2082.9,30.6,237.1,1.1,61.8,9060080.33,100011.93
2006,Wheat,Madhya Pradesh,Kharif,216.89,362.6,33.3,84.3,18.46,39.3,333749.29,1538.8
2010,Wheat,Karnataka,Zaid,171.92,1818.5,32.9,103.5,12.09,37.7,830375.59,4830.01
2007,Cotton,Tamil Nadu,Zaid,476.58,1607.4,18.2,347.9,7.39,86.3,158917.43,333.45
2020,Groundnut,Uttar Pradesh,Rabi,121.92,617.4,24.3,399.6,1.32,70.9,64002.17,524.95
2012,Millet,Punjab,Whole Year,236.29,665.0,23.8,167.5,8.56,59.9,236228.17,999.74
2006,Potato,Rajasthan,Kharif,469.1,1750.3,30.5,185.3,17.41,32.4,14248024.75,30373.11
2021,Maize,Haryana,Whole Year,394.8,986.7,35.7,104.1,19.41,89.9,963670.2,2440.91
2013,Sorghum,Gujarat,Zaid,482.29,884.6,30.4,132.5,2.16,54.4,549029.19,1138.38
2016,Sugarcane,Uttar Pradesh,Whole Year,304.56,430.1,35.4,198.6,15.65,57.1,17302743.43,56812.27
2007,Soybean,West Bengal,Kharif,167.56,1986.3,17.7,149.5,5.54,48.8,297867.64,1777.68
2015,Groundnut,Bihar,Kharif,413.5,2241.9,38.7,295.5,7.9,87.9,666435.99,1611.7
2005,Soybean,Gujarat,Whole Year,146.44,2103.7,29.5,238.2,11.18,52.4,228492.35,1560.31
2017,Maize,Rajasthan,Kharif,83.22,1325.3,16.0,337.8,19.9,41.3,118860.66,1428.27
2019,Cotton,Uttar Pradesh,Rabi,353.44,1474.7,32.4,303.6,4.57,62.5,223687.28,632.89
2009,Potato,Andhra Pradesh,Zaid,319.84,833.0,29.0,94.8,3.04,80.8,6703490.13,20958.89
2021,Maize,Tamil Nadu,Zaid,439.6,680.3,20.9,93.2,12.1,54.1,1613194.79,3669.69
2010,Sunflower,Punjab,Kharif,481.0,2110.6,35.6,363.5,17.13,72.4,295030.64,613.37
2015,Sunflower,Tamil Nadu,Zaid,428.74,2056.4,40.2,336.8,13.14,49.8,413066.24,963.44
2022,Rice,Maharashtra,Rabi,30.95,2010.2,23.7,213.8,7.28,76.8,111244.76,3594.34
2008,Barley,Karnataka,Kharif,332.59,1319.4,28.3,95.6,19.55,73.5,786556.13,2364.94
2007,Sugarcane,West Bengal,Rabi,392.58,2201.9,18.5,364.5,19.9,74.2,17236017.37,43904.47
2017,Barley,Maharashtra,Rabi,490.98,2337.7,40.1,130.7,15.53,72.0,1308467.56,2665.01
2013,Maize,Maharashtra,Zaid,187.96,1022.4,23.6,62.4,16.15,40.2,682206.04,3629.53
2010,Potato,West Bengal,Zaid,85.77,794.3,20.3,373.5,15.34,87.7,550450.01,6417.75
2016,Sunflower,Karnataka,Whole Year,426.61,1321.4,27.9,333.1,5.52,68.1,408866.85,958.41
2006,Cotton,Andhra Pradesh,Rabi,159.42,694.5,16.2,292.7,3.43,54.9,58507.45,367.0
2007,Cotton,Bihar,Zaid,299.5,2244.8,21.8,61.9,11.31,41.2,193632.22,646.52
2007,Wheat,Madhya Pradesh,Rabi,195.56,1043.6,16.8,235.0,19.11,80.9,509644.72,2606.08
2016,Sunflower,Karnataka,Whole Year,201.76,1567.6,18.4,278.8,17.63,63.1,209229.69,1037.02
2019,Groundnut,Punjab,Rabi,366.5,1608.4,18.0,315.8,2.58,39.6,596161.28,1626.63
2013,Potato,Tamil Nadu,Kharif,181.38,1433.0,38.6,214.9,1.61,89.9,4510556.79,24867.99
2012,Wheat,Andhra Pradesh,Whole Year,346.84,644.4,40.1,383.7,17.54,36.9,48625.49,140.2
2015,Sugarcane,Haryana,Whole Year,8.15,2480.2,27.8,135.7,12.45,64.1,992549.45,121785.21
2020,Sugarcane,Madhya Pradesh,Rabi,163.0,679.7,32.0,74.4,6.43,69.7,13344850.19,81870.25
2008,Sugarcane,Tamil Nadu,Rabi,160.2,1953.3,33.8,166.5,11.45,94.9,15330756.05,95697.6
2005,Soybean,Andhra Pradesh,Zaid,374.67,2041.0,25.6,281.6,4.82,39.2,476815.94,1272.63
2011,Wheat,Karnataka,Kharif,157.96,619.4,25.0,308.0,18.97,69.9,94213.84,596.44
2006,Soybean,West Bengal,Whole Year,317.03,2353.0,33.2,308.5,16.63,61.0,496577.26,1566.34
2009,Barley,Karnataka,Whole Year,344.57,1373.1,25.2,88.7,19.26,46.7,945762.33,2744.76
2011,Sunflower,Madhya Pradesh,Whole Year,329.55,1683.5,30.7,359.8,4.15,91.2,356922.48,1083.06
2008,Groundnut,Haryana,Zaid,302.04,1712.8,28.9,148.3,16.95,81.4,439314.91,1454.49
2009,Maize,Andhra Pradesh,Kharif,207.39,1410.9,29.2,123.5,11.43,80.5,810703.34,3909.08
2005,Sunflower,Bihar,Whole Year,187.28,612.4,37.4,265.1,6.84,88.4,145797.72,778.5
2005,Potato,Punjab,Whole Year,282.73,1953.9,34.0,124.1,9.85,77.1,7973372.66,28201.37
2019,Sorghum,Karnataka,Zaid,32.79,1579.9,40.9,227.8,18.92,62.9,31291.33,954.29
2023,Wheat,Andhra Pradesh,Rabi,438.03,561.1,36.4,192.5,13.98,55.4,1072506.24,2448.48
2014,Sunflower,Tamil Nadu,Whole Year,412.83,1840.7,18.9,131.2,7.52,75.8,661729.84,1602.91
2022,Sorghum,Haryana,Kharif,173.85,1846.1,34.9,152.2,20.0,69.2,173039.2,995.34
2007,Sunflower,Punjab,Kharif,283.84,1506.7,33.0,199.6,7.24,65.3,412070.69,1451.77
2015,Cotton,Andhra Pradesh,Kharif,466.18,499.2,32.4,171.2,16.37,68.3,154768.05,331.99
2019,Wheat,Uttar Pradesh,Kharif,136.55,1075.8,28.0,183.6,15.8,72.6,361737.2,2649.12
2015,Barley,Karnataka,Zaid,371.49,412.0,16.7,307.4,14.6,93.0,354707.84,954.82
2021,Wheat,Bihar,Whole Year,42.28,1350.7,40.7,108.9,13.55,79.0,112533.12,2661.62
2021,Soybean,Madhya Pradesh,Zaid,262.16,2294.2,38.0,269.7,2.62,41.5,470067.61,1793.06
2010,Groundnut,Haryana,Kharif,442.1,305.0,28.1,287.4,19.9,60.3,390252.91,882.73
2009,Maize,Punjab,Kharif,276.3,886.6,19.3,330.7,3.64,74.1,495237.76,1792.39
2012,Millet,Punjab,Kharif,308.51,2059.7,37.3,346.6,12.12,41.4,174434.95,565.41
2006,Maize,Madhya Pradesh,Zaid,453.91,321.7,26.6,105.5,5.36,90.6,1370526.55,3019.38
2020,Sunflower,Maharashtra,Kharif,357.96,322.4,25.5,98.4,3.79,35.0,323156.32,902.77
2016,Potato,Gujarat,Whole Year,348.24,1643.8,33.0,265.2,11.41,69.7,5511155.05,15825.74
2010,Potato,Haryana,Kharif,293.61,2036.2,35.5,314.9,16.81,93.4,5379150.73,18320.73
2005,Maize,Punjab,Whole Year,316.86,2008.3,16.7,145.3,7.85,77.3,1331189.73,4201.19
2008,Cotton,Andhra Pradesh,Whole Year,402.05,2015.1,35.7,234.0,2.0,74.0,266106.1,661.87
2021,Barley,Maharashtra,Kharif,489.64,1094.2,34.8,320.3,12.66,94.8,566830.84,1157.65
2017,Sorghum,Gujarat,Zaid,397.87,2242.0,30.9,318.6,15.45,81.5,411135.43,1033.34
2022,Potato,Bihar,Rabi,354.06,328.2,24.1,278.8,6.27,93.1,3270776.23,9237.92
2009,Sunflower,Tamil Nadu,Rabi,68.64,986.8,19.4,77.6,13.97,75.4,101009.81,1471.59
2007,Barley,Madhya Pradesh,Whole Year,408.72,1041.8,17.8,67.7,1.98,73.3,1284750.93,3143.35
2015,Millet,Andhra Pradesh,Zaid,368.26,664.3,15.0,186.0,7.55,79.6,269394.51,731.53
2017,Cotton,Karnataka,Rabi,385.45,1039.7,20.6,59.3,9.75,42.3,233896.29,606.81
2008,Groundnut,Gujarat,Kharif,116.32,1588.9,26.1,366.5,15.75,82.4,130411.74,1121.15
2018,Sunflower,Bihar,Kharif,451.82,1444.6,21.6,57.1,7.09,93.1,587486.47,1300.27
2015,Maize,Bihar,Whole Year,49.54,1002.7,23.3,60.4,9.35,69.8,190552.92,3846.45
2014,Soybean,Bihar,Zaid,127.55,1948.5,25.5,107.9,12.75,30.8,217614.56,1706.11
2023,Cotton,Bihar,Zaid,331.85,1872.5,23.3,269.5,12.67,34.7,200153.01,603.14
2022,Potato,Haryana,Rabi,337.18,917.5,34.6,239.5,10.6,45.3,6771632.63,20083.14
2010,Sugarcane,Karnataka,Rabi,157.35,1011.1,28.3,280.8,6.91,61.9,10245945.6,65115.64
2019,Potato,Rajasthan,Kharif,351.06,932.5,15.5,362.7,13.56,56.9,3422345.28,9748.61
2014,Wheat,Rajasthan,Whole Year,194.58,583.5,21.1,209.2,16.82,93.6,418420.86,2150.38
2009,Barley,Haryana,Zaid,1.09,1956.1,34.2,65.4,3.5,91.5,3619.44,3320.59
2009,Cotton,Tamil Nadu,Rabi,82.14,401.8,23.1,317.2,7.14,55.5,19357.32,235.66
2014,Sugarcane,Gujarat,Rabi,441.43,631.3,39.8,334.2,13.54,81.6,6750570.29,15292.5
2009,Potato,Maharashtra,Whole Year,112.12,531.7,34.2,67.5,15.24,71.4,1975121.62,17616.14
2007,Sorghum,Uttar Pradesh,Whole Year,57.34,2115.7,22.8,135.0,15.74,45.8,86761.69,1513.11
2010,Millet,Madhya Pradesh,Kharif,341.42,396.8,28.9,319.7,13.24,90.5,65416.64,191.6
2008,Millet,Punjab,Whole Year,220.91,1762.2,33.0,181.7,9.83,46.9,237557.84,1075.36
2022,Maize,Uttar Pradesh,Kharif,398.5,397.8,20.2,215.4,13.09,86.6,1062652.43,2666.63
2013,Maize,Madhya Pradesh,Kharif,430.86,2030.2,21.6,338.1,3.13,71.4,1500096.16,3481.63
2021,Cotton,Rajasthan,Whole Year,423.15,2308.0,28.7,83.1,4.55,70.4,347893.09,822.15
2017,Cotton,Rajasthan,Whole Year,157.19,1371.1,40.0,287.0,18.59,84.5,37872.21,240.93
2019,Groundnut,Tamil Nadu,Whole Year,253.27,2070.0,24.3,125.2,18.48,62.1,546468.76,2157.65
2021,Wheat,Uttar Pradesh,Whole Year,325.42,1854.1,25.9,71.9,14.62,85.5,1379968.3,4240.58
2017,Rice,Uttar Pradesh,Whole Year,161.67,2050.4,20.1,281.9,6.88,65.8,483982.39,2993.64
2020,Sorghum,Maharashtra,Kharif,21.51,1986.9,31.0,92.5,13.15,94.0,28600.43,1329.63
2008,Maize,Tamil Nadu,Rabi,248.34,751.8,35.0,311.5,13.91,72.9,382803.7,1541.45
2009,Rice,Tamil Nadu,Zaid,7.4,1399.0,26.9,120.9,10.54,54.3,24949.48,3371.55
2009,Rice,Bihar,Zaid,475.37,2412.9,35.3,67.0,15.1,79.6,1600170.13,3366.16
2013,Sunflower,Bihar,Kharif,398.55,1055.8,23.2,84.8,1.08,63.1,588398.79,1476.35
2021,Wheat,Haryana,Kharif,96.81,2435.1,34.1,344.4,5.5,82.4,239225.53,2471.08
2017,Soybean,Bihar,Rabi,144.5,1583.0,22.0,179.8,15.99,84.2,209405.17,1449.17
2006,Soybean,Karnataka,Whole Year,491.44,1315.5,36.1,155.8,18.8,70.1,612554.43,1246.45
2017,Maize,Tamil Nadu,Kharif,187.4,1747.1,37.4,221.9,17.58,86.7,427917.89,2283.45
2023,Potato,Tamil Nadu,Zaid,392.08,2094.8,36.5,271.5,14.47,56.2,7951259.16,20279.69
2007,Sugarcane,Andhra Pradesh,Whole Year,223.96,1167.3,20.8,63.0,3.73,33.7,19460796.33,86894.07
2014,Potato,Gujarat,Kharif,432.18,372.5,33.7,364.4,7.69,73.1,3829447.14,8860.77
2006,Wheat,Gujarat,Whole Year,352.17,1859.4,29.5,385.5,1.48,79.7,610676.29,1734.04
2017,Wheat,Bihar,Zaid,12.43,2403.6,41.6,196.1,12.98,34.7,54856.72,4413.25
2023,Barley,West Bengal,Whole Year,147.9,1675.0,24.8,194.4,9.27,80.1,493525.58,3336.89
2021,Rice,Uttar Pradesh,Kharif,279.44,714.5,35.8,357.5,11.67,71.5,37931.91,135.74
2018,Barley,Punjab,Kharif,463.16,846.1,25.0,200.3,19.6,37.6,975694.43,2106.6
2016,Potato,Uttar Pradesh,Zaid,51.91,2301.5,25.7,349.7,8.34,65.1,1109989.48,21382.96
2016,Potato,Madhya Pradesh,Rabi,300.98,329.8,18.0,59.9,6.48,37.1,4543855.21,15096.87
2015,Rice,Haryana,Rabi,151.79,1507.2,21.5,221.4,3.44,50.9,475359.91,3131.69
2011,Soybean,Haryana,Whole Year,444.77,649.1,19.4,383.4,3.3,82.3,162412.63,365.16
2008,Maize,Haryana,Kharif,382.82,922.1,19.3,138.5,10.61,36.6,1018994.4,2661.81
2023,Sorghum,Karnataka,Kharif,185.48,975.4,15.2,143.2,15.11,59.9,162890.93,878.21
2005,Soybean,Punjab,Zaid,84.38,782.4,36.4,270.5,11.51,69.4,83778.25,992.87
2007,Sunflower,Gujarat,Zaid,6.74,2043.2,27.6,374.2,17.53,91.1,4427.29,656.87
2017,Wheat,Maharashtra,Kharif,310.95,1030.9,36.7,119.6,6.66,77.9,994590.34,3198.55
2019,Sorghum,Gujarat,Zaid,203.66,1060.1,31.5,372.6,12.1,39.1,39858.1,195.71
2006,Cotton,Karnataka,Rabi,158.06,1296.6,37.4,282.1,13.39,93.0,70469.99,445.84
2015,Sorghum,Haryana,Rabi,492.77,2285.0,28.6,397.6,5.97,61.1,492015.14,998.47
2008,Sorghum,Karnataka,Whole Year,233.6,1814.0,17.5,307.8,8.23,54.0,219576.92,939.97
2023,Soybean,Gujarat,Zaid,375.17,435.8,31.7,283.7,12.02,38.4,257584.71,686.58
2021,Wheat,Maharashtra,Whole Year,89.53,386.4,33.3,335.2,0.91,90.7,253686.43,2833.54
2007,Sorghum,West Bengal,Zaid,7.71,1546.1,31.9,111.3,17.79,68.1,9742.16,1263.57
2022,Sunflower,Punjab,Zaid,209.36,2251.5,36.6,381.1,2.67,94.2,225988.6,1079.43
2012,Soybean,Bihar,Rabi,333.17,1011.2,34.8,108.0,1.43,41.3,475788.71,1428.07
2023,Soybean,Karnataka,Kharif,253.79,845.1,26.7,59.0,4.69,65.5,334694.16,1318.78
2009,Sorghum,Madhya Pradesh,Zaid,445.34,1946.0,37.1,294.2,10.3,37.1,522239.57,1172.68
2011,Rice,Bihar,Zaid,217.56,1624.6,33.7,114.6,6.91,64.1,777027.15,3571.55
2012,Wheat,Gujarat,Zaid,156.19,1543.1,18.2,315.6,9.08,87.8,411057.62,2631.78
2009,Potato,Punjab,Kharif,458.11,628.5,29.6,328.3,2.14,37.1,6791458.75,14824.95
2021,Potato,Gujarat,Whole Year,203.99,687.1,34.7,132.8,5.05,47.5,5532600.33,27121.92
2009,Millet,Gujarat,Whole Year,135.55,919.9,29.9,80.4,2.4,74.4,126328.36,931.97
2008,Sunflower,Maharashtra,Zaid,49.73,755.0,40.6,225.3,4.98,35.0,51293.4,1031.44
2023,Potato,West Bengal,Zaid,396.86,2437.2,17.7,361.6,14.21,59.5,5455117.44,13745.7
2006,Sorghum,Punjab,Whole Year,412.72,340.9,34.5,346.6,11.72,51.6,126482.8,306.46
2015,Potato,Madhya Pradesh,Whole Year,17.62,1677.3,37.3,91.0,7.01,84.5,514279.58,29187.26
2017,Barley,Haryana,Rabi,179.96,1438.7,34.0,387.7,5.59,33.2,217525.74,1208.74
2019,Barley,Punjab,Zaid,375.19,1011.2,25.4,142.4,19.95,86.1,1025456.16,2733.16
2016,Cotton,Madhya Pradesh,Whole Year,473.24,2252.7,25.4,172.3,15.47,75.7,315386.64,666.44
2015,Wheat,Tamil Nadu,Rabi,189.53,1774.4,30.8,102.2,16.53,49.3,753777.33,3977.09
2011,Sunflower,Haryana,Kharif,436.15,2496.4,25.7,182.2,1.01,42.9,933531.13,2140.39
2009,Soybean,Punjab,Zaid,197.47,671.0,38.8,272.5,1.66,91.8,183841.89,930.99
2021,Groundnut,Bihar,Whole Year,90.57,493.3,18.0,227.1,14.4,66.0,89440.13,987.52
2013,Maize,Andhra Pradesh,Zaid,2.72,606.7,32.3,339.6,4.24,52.4,4015.33,1476.22
2018,Sugarcane,Andhra Pradesh,Rabi,165.76,892.4,18.6,274.5,8.8,32.9,7034417.93,42437.37
2016,Groundnut,Gujarat,Whole Year,189.86,1216.9,29.6,142.2,4.09,40.8,424295.38,2234.78
2010,Potato,Haryana,Kharif,472.61,2197.7,34.3,245.1,3.95,68.9,13241799.3,28018.45
2021,Sunflower,Punjab,Kharif,103.83,923.9,19.5,72.5,2.63,63.4,115208.21,1109.58
2023,Wheat,Gujarat,Rabi,191.73,2313.5,34.0,253.3,12.09,79.2,669107.92,3489.84
2023,Wheat,Uttar Pradesh,Kharif,13.55,1318.4,18.8,186.4,14.92,84.3,51105.64,3771.63
2020,Potato,Gujarat,Kharif,382.01,1723.6,31.8,84.4,1.61,55.8,11194446.92,29304.07
2016,Sorghum,Karnataka,Kharif,457.66,881.7,28.6,157.6,5.87,36.6,646801.01,1413.28
2016,Sorghum,Andhra Pradesh,Kharif,119.67,643.2,23.0,364.3,13.34,81.4,31913.48,266.68
2010,Groundnut,Uttar Pradesh,Kharif,215.07,2212.8,18.0,255.1,8.15,66.0,346167.46,1609.56
2008,Soybean,Rajasthan,Kharif,61.93,540.9,34.9,366.1,14.24,93.7,10961.74,177.0
2010,Cotton,Madhya Pradesh,Kharif,228.96,2002.8,25.3,193.8,15.3,81.8,185309.49,809.35
2015,Sorghum,Karnataka,Whole Year,67.54,1578.2,17.3,392.6,1.13,51.4,33401.86,494.55
2005,Sugarcane,Haryana,Kharif,262.15,2194.5,35.9,176.0,7.93,57.9,24676349.23,94130.65
2019,Sunflower,Gujarat,Whole Year,367.58,1879.2,21.3,314.9,14.72,45.3,345129.5,938.92
2015,Sugarcane,Andhra Pradesh,Zaid,277.12,919.7,34.9,156.9,7.88,63.3,21811441.96,78707.57
2023,Cotton,Bihar,Rabi,123.36,1563.7,30.3,87.1,0.61,76.2,83484.86,676.76
2022,Rice,West Bengal,Kharif,177.54,328.8,20.3,341.6,7.06,69.8,274508.14,1546.18
2021,Rice,Madhya Pradesh,Rabi,319.65,1345.5,17.1,316.9,17.52,52.2,519367.14,1624.8
2023,Wheat,Andhra Pradesh,Kharif,295.29,489.2,31.0,337.2,19.06,83.5,378242.95,1280.92
2018,Sorghum,Maharashtra,Whole Year,69.25,1243.7,15.7,154.9,11.43,36.8,57048.44,823.8
2022,Barley,Andhra Pradesh,Kharif,422.63,541.1,16.8,296.3,6.47,39.3,686907.35,1625.32
2023,Groundnut,West Bengal,Zaid,238.12,2402.1,34.0,127.0,9.59,56.3,568610.51,2387.92
2019,Millet,West Bengal,Rabi,82.02,1450.7,29.5,54.0,5.11,75.6,89401.2,1089.99
2019,Cotton,Gujarat,Rabi,62.29,2309.1,23.8,353.3,3.78,75.1,30677.13,492.49
2008,Wheat,Haryana,Zaid,482.81,349.2,29.6,233.2,10.12,53.8,804855.21,1667.02
2011,Barley,West Bengal,Whole Year,141.49,1702.8,31.0,394.3,14.87,75.3,56686.24,400.64
2017,Sorghum,Andhra Pradesh,Whole Year,454.39,975.3,30.3,184.8,4.84,33.9,620574.06,1365.73
2007,Potato,Haryana,Zaid,205.88,1250.0,32.3,384.9,18.24,48.9,1160445.4,5636.51
2020,Barley,Punjab,Rabi,193.57,2220.8,40.4,265.3,3.78,75.1,525233.48,2713.4
2013,Barley,Andhra Pradesh,Kharif,350.76,2456.0,25.5,229.3,11.39,42.0,1078717.88,3075.37
2012,Potato,Tamil Nadu,Whole Year,5.93,842.3,23.1,156.0,15.64,43.8,135526.33,22854.36
2017,Cotton,Gujarat,Kharif,169.71,2386.2,16.0,338.8,4.66,35.6,102614.91,604.65
2021,Wheat,Karnataka,Rabi,152.02,1815.2,19.0,340.1,6.28,53.7,346640.63,2280.23
2021,Soybean,Gujarat,Kharif,434.18,2393.1,17.9,195.9,1.5,83.6,733970.21,1690.47
2021,Sugarcane,West Bengal,Zaid,265.03,1537.2,24.1,304.6,18.91,84.4,15044020.32,56763.46
2005,Groundnut,Madhya Pradesh,Whole Year,182.92,2413.7,31.5,206.5,10.0,86.1,447421.97,2446.0
2012,Wheat,Bihar,Whole Year,133.77,2263.4,16.3,308.9,1.75,32.4,531393.23,3972.44
2023,Potato,Rajasthan,Zaid,295.66,582.9,34.6,398.0,16.69,94.6,1218335.02,4120.73
2010,Millet,Maharashtra,Zaid,76.68,983.7,25.7,141.9,11.6,62.7,68268.88,890.31
2007,Barley,Tamil Nadu,Whole Year,123.86,834.7,41.0,271.9,1.58,86.7,246893.41,1993.33
2009,Soybean,West Bengal,Whole Year,147.51,1558.6,30.3,183.0,9.29,88.8,221518.53,1501.72
2017,Potato,Andhra Pradesh,Whole Year,304.35,2066.2,35.8,241.9,8.97,63.4,8189787.35,26909.11
2019,Cotton,Haryana,Rabi,187.25,1970.7,38.3,356.0,3.35,33.3,68230.88,364.38
2018,Maize,Tamil Nadu,Rabi,253.39,1898.8,39.0,171.7,8.7,68.8,946021.1,3733.46
2020,Potato,Rajasthan,Rabi,325.57,1125.6,29.0,75.3,6.01,51.7,9887383.04,30369.45
2022,Groundnut,Karnataka,Kharif,478.18,607.2,25.7,329.6,14.15,43.4,255091.06,533.46
2015,Groundnut,Haryana,Rabi,382.65,763.3,30.1,244.3,0.61,41.9,433823.37,1133.73
2007,Sugarcane,Maharashtra,Whole Year,203.22,1931.7,25.9,207.3,2.57,66.4,22515375.73,110793.11
2014,Maize,Uttar Pradesh,Rabi,374.39,624.6,21.5,114.2,18.41,36.8,1277120.72,3411.2
2014,Potato,Maharashtra,Whole Year,474.9,790.5,23.7,82.5,8.95,83.4,9878631.88,20801.5
2020,Sunflower,Gujarat,Zaid,250.19,1234.0,21.3,147.6,3.94,44.8,419211.88,1675.57
2016,Sorghum,Tamil Nadu,Kharif,205.84,458.6,22.3,301.6,15.97,65.7,100213.96,486.85
2006,Maize,Gujarat,Kharif,39.93,767.9,17.5,194.1,17.11,38.2,75720.78,1896.34
2013,Barley,West Bengal,Zaid,446.29,629.5,26.5,249.6,4.62,85.9,1041673.16,2334.07
2007,Barley,Punjab,Whole Year,123.97,2392.9,21.4,78.7,14.42,75.0,347876.63,2806.14
2019,Barley,West Bengal,Kharif,32.91,721.4,27.1,93.1,12.5,43.4,92177.56,2800.9
2007,Barley,Karnataka,Rabi,269.06,2195.9,36.4,54.0,15.03,76.5,792979.89,2947.22
2023,Wheat,Bihar,Whole Year,423.1,552.6,27.1,285.6,15.86,35.4,415242.49,981.43
2022,Groundnut,Tamil Nadu,Kharif,203.91,2213.3,40.8,142.6,13.39,80.2,488814.28,2397.21
2012,Maize,Madhya Pradesh,Zaid,391.75,1618.8,19.0,388.4,19.15,61.9,482091.93,1230.61
2021,Groundnut,Madhya Pradesh,Whole Year,418.36,2169.4,38.0,158.0,17.35,37.8,808012.54,1931.38
2012,Millet,Punjab,Kharif,227.75,2208.2,21.7,177.3,4.96,65.8,310422.43,1363.0
2011,Maize,Haryana,Zaid,295.89,1612.0,40.2,214.3,18.31,43.1,468929.98,1584.81
2011,Wheat,Punjab,Whole Year,267.42,2318.9,21.1,161.7,7.51,73.7,1183114.14,4424.18
2007,Millet,Karnataka,Rabi,469.66,1588.0,35.2,336.1,14.67,76.1,375701.36,799.94
2005,Groundnut,Andhra Pradesh,Whole Year,363.03,1867.6,16.7,356.7,17.04,79.5,325080.51,895.46
2008,Millet,Gujarat,Rabi,462.75,1215.4,32.0,53.9,9.01,88.2,406142.33,877.67
2009,Sugarcane,Rajasthan,Whole Year,110.78,2310.9,20.9,279.1,1.5,72.6,11064570.6,99878.77
